brand,name,price,nam_sx,origin,type_car,km_traveled,gear,condition,fuel
Porsche,Porsche Macan 2021,3 tỉ 899 triệu,Năm SX 2021,Xuất xứ Nhập khẩu,Kiểu dáng SUV,Km đã đi 55.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Porsche,Porsche 718 cayman 2019,4 tỉ 299 triệu,Năm SX 2019,Xuất xứ Nhập khẩu,Kiểu dáng SUV,Km đã đi 10.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Porsche,Porsche Panamera 4 2021,5 tỉ 650 triệu,Năm SX 2021,Xuất xứ Nhập khẩu,Kiểu dáng Coupe,Km đã đi 06 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Porsche,Porsche Panamera tiêu chuẩn 2020,5 tỉ 650 triệu,Năm SX 2020,Xuất xứ Nhập khẩu,Kiểu dáng Coupe,Km đã đi 9.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Porsche,Porsche 911 Carrera S 2021,6 tỉ 990 triệu,Năm SX 2021,Xuất xứ Nhập khẩu,Kiểu dáng SUV,Km đã đi 70.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Điện
Porsche,Porsche Taycan Tiêu chuẩn 2023,6 tỉ 100 triệu,Năm SX 2023,Xuất xứ Nhập khẩu,Kiểu dáng SUV,Km đã đi 70.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Xăng
Porsche,Porsche Panamera 2021,5 tỉ 730 triệu,Năm SX 2021,Xuất xứ Nhập khẩu,Kiểu dáng SUV,Km đã đi 32.187 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Porsche,Porsche Macan 2.0 2020,2 tỉ 650 triệu,Năm SX 2020,Xuất xứ Nhập khẩu,Kiểu dáng Sedan,Km đã đi 50.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Porsche,Porsche Panamera 2022,5 tỉ 430 triệu,Năm SX 2022,Xuất xứ Nhập khẩu,Kiểu dáng SUV,Km đã đi 33.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Porsche,Porsche Cayenne 2015,2 tỉ 550 triệu,Năm SX 2015,Xuất xứ Nhập khẩu,Kiểu dáng SUV,Km đã đi 14.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Porsche,Porsche Cayenne 2015,2 tỉ 660 triệu,Năm SX 2015,Xuất xứ Nhập khẩu,Kiểu dáng SUV,Km đã đi 11.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Porsche,Porsche Panamera 2014,2 tỉ 250 triệu,Năm SX 2014,Xuất xứ Nhập khẩu,Kiểu dáng SUV,Km đã đi 11.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Porsche,Porsche Cayenne 3.0 2016,2 tỉ 379 triệu,Năm SX 2016,Xuất xứ Nhập khẩu,Kiểu dáng SUV,Km đã đi 36.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Porsche,Porsche Cayenne 3.0 2017,4 tỉ 350 triệu,Năm SX 2017,Xuất xứ Nhập khẩu,Kiểu dáng SUV,Km đã đi 1.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Porsche,Porsche Cayenne 2013,1 tỉ 650 triệu,Năm SX 2013,Xuất xứ Nhập khẩu,Kiểu dáng SUV,Km đã đi 11.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Porsche,Porsche Macan S 2015,2 tỉ 150 triệu,Năm SX 2015,Xuất xứ Nhập khẩu,Kiểu dáng SUV,Km đã đi 34.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Porsche,Porsche Panamera 2021,5 tỉ 500 triệu,Năm SX 2021,Xuất xứ Nhập khẩu,Kiểu dáng Coupe,Km đã đi 60.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Porsche,Porsche Panamera tiêu chuẩn 2018,3 tỉ 900 triệu,Năm SX 2018,Xuất xứ Nhập khẩu,Kiểu dáng SUV,Km đã đi 8.047 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Porsche,Porsche Taycan Turbo S 2020,8 tỉ 888 triệu,Năm SX 2020,Xuất xứ Nhập khẩu,Kiểu dáng Sedan,Km đã đi 2.222 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Porsche,Porsche Cayenne Turbo 2011,1 tỉ 250 triệu,Năm SX 2011,Xuất xứ Nhập khẩu,Kiểu dáng Sedan,Km đã đi 20.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Porsche,Porsche Cayenne 2013,1 tỉ 650 triệu,Năm SX 2013,Xuất xứ Nhập khẩu,Kiểu dáng SUV,Km đã đi 64.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Porsche,Porsche Cayenne 3.0 2017,4 tỉ 350 triệu,Năm SX 2017,Xuất xứ Nhập khẩu,Kiểu dáng SUV,Km đã đi 51.499 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Porsche,Porsche Cayenne 2015,2 tỉ 500 triệu,Năm SX 2015,Xuất xứ Nhập khẩu,Kiểu dáng Sedan,Km đã đi 99.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Porsche,Porsche Macan Turbo 2014,1 tỉ 680 triệu,Năm SX 2014,Xuất xứ Nhập khẩu,Kiểu dáng Sedan,Km đã đi 32.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Porsche,Porsche Taycan Turbo 2021,7 tỉ 280 triệu,Năm SX 2021,Xuất xứ Nhập khẩu,Kiểu dáng Sedan,Km đã đi 48.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Porsche,Porsche 718 Boxster 2017,3 tỉ 500 triệu,Năm SX 2017,Xuất xứ Nhập khẩu,Kiểu dáng SUV,Km đã đi 65.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Porsche,Porsche 718 Boxster 2017,3 tỉ 500 triệu,Năm SX 2017,Xuất xứ Nhập khẩu,Kiểu dáng SUV,Km đã đi 2.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Porsche,Porsche Macan 2.0 2016,2 tỉ 100 triệu,Năm SX 2016,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 20.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Porsche,Porsche Panamera 2022,5 tỉ 780 triệu,Năm SX 2022,Xuất xứ Nhập khẩu,Kiểu dáng SUV,Km đã đi 20.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Porsche,Porsche Panamera 4 2022,5 tỉ 800 triệu,Năm SX 2022,Xuất xứ Nhập khẩu,Kiểu dáng Sedan,Km đã đi 20.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Porsche,Porsche 718 Boxster 2017,3 tỉ 500 triệu,Năm SX 2017,Xuất xứ Nhập khẩu,Kiểu dáng SUV,Km đã đi 12.875 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Porsche,Porsche Cayenne Coupe 2021,4 tỉ 939 triệu,Năm SX 2021,Xuất xứ Nhập khẩu,Kiểu dáng Sedan,Km đã đi 8.047 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Tucson 2.0 Đặc biệt 2018,629 triệu,Năm SX 2018,Xuất xứ Trong nước,Kiểu dáng Crossover,Km đã đi 50.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Accent 1.4 AT 2021,460 triệu,Năm SX 2021,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 4.600 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai i30 CW 1.6 AT 2010,260 triệu,Năm SX 2010,Xuất xứ Nhập khẩu,Kiểu dáng Hatchback,Km đã đi 120.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Veloster 1.6 GDI Turbo 2011,320 triệu,Năm SX 2011,Xuất xứ Nhập khẩu,Kiểu dáng Hatchback,Km đã đi 10.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Santa Fe 2.2L Dầu đặc biệt 2018,768 triệu,Năm SX 2018,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 59.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Kona 2.0 AT Đặc biệt 2018,502 triệu,Năm SX 2018,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 52.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Santa Fe 2.4L Xăng cao cấp 2014,580 triệu,Năm SX 2014,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 70.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Getz 2009,100 triệu,Năm SX 2009,Xuất xứ Nhập khẩu,Kiểu dáng Sedan,Km đã đi 9.000 km,Hộp số Số tay,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Getz 2009,105 triệu,Năm SX 2009,Xuất xứ Nhập khẩu,Kiểu dáng Hatchback,Km đã đi 8.000 km,Hộp số Số tay,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Elantra 1.6 MT 2020,439 triệu,Năm SX 2020,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 62.500 km,Hộp số Số tay,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Kona 2020,485 triệu,Năm SX 2020,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 30.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Grand i10 2022,345 triệu,Năm SX 2022,Xuất xứ Nhập khẩu,Kiểu dáng Sedan,Km đã đi 37.000 km,Hộp số Số tay,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Kona 2019,550 triệu,Năm SX 2019,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 55.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Accent 2020,444 triệu,Năm SX 2020,Xuất xứ Nhập khẩu,Kiểu dáng Sedan,Km đã đi 42.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Elantra 2.0 AT Cao cấp 2022,576 triệu,Năm SX 2022,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 13.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Santa Fe 2020,899 triệu,Năm SX 2020,Xuất xứ Nhập khẩu,Kiểu dáng SUV,Km đã đi 45.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Diesel
Huyndai,Hyundai HD 2017,1 tỉ 200 triệu,Năm SX 2017,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 68.000 km,Hộp số Số tay,Tình trạng Xe cũ,Nhiên liệu Diesel
Huyndai,Hyundai Accent 2018,320 triệu,Năm SX 2018,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 12.345 km,Hộp số Số tay,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Accent 2021,475 triệu,Năm SX 2021,Xuất xứ Nhập khẩu,Kiểu dáng Van/Minivan,Km đã đi 11.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Starex 2004,98 triệu,Năm SX 2004,Xuất xứ Nhập khẩu,Kiểu dáng SUV,Km đã đi 123 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Diesel
Huyndai,Hyundai Tucson 2022,818 triệu,Năm SX 2022,Xuất xứ Nhập khẩu,Kiểu dáng Hatchback,Km đã đi 20.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Accent 2015,348 triệu,Năm SX 2015,Xuất xứ Nhập khẩu,Kiểu dáng SUV,Km đã đi 100.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Santa Fe 2020,935 triệu,Năm SX 2020,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 38.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Diesel
Huyndai,Hyundai Santa Fe 2022,1 tỉ 090 triệu,Năm SX 2022,Xuất xứ Nhập khẩu,Kiểu dáng Sedan,Km đã đi 19.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Avante 2013,268 triệu,Năm SX 2013,Xuất xứ Nhập khẩu,Kiểu dáng Sedan,Km đã đi 11.986 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Grand i10 2018,298 triệu,Năm SX 2018,Xuất xứ Trong nước,Kiểu dáng Hatchback,Km đã đi 13.981 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Grand i10 2022,390 triệu,Năm SX 2022,Xuất xứ Nhập khẩu,Kiểu dáng Van/Minivan,Km đã đi 20.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Starex 2005,96 triệu,Năm SX 2005,Xuất xứ Nhập khẩu,Kiểu dáng SUV,Km đã đi 66.000 km,Hộp số Số tay,Tình trạng Xe cũ,Nhiên liệu Diesel
Huyndai,Hyundai Tucson 2018,625 triệu,Năm SX 2018,Xuất xứ Nhập khẩu,Kiểu dáng SUV,Km đã đi 50.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Tucson 2020,675 triệu,Năm SX 2020,Xuất xứ Nhập khẩu,Kiểu dáng Van/Minivan,Km đã đi 10.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Grand Starex 2.4 MT 2017,575 triệu,Năm SX 2017,Xuất xứ Nhập khẩu,Kiểu dáng Van/Minivan,Km đã đi 16.000 km,Hộp số Số tay,Tình trạng Xe cũ,Nhiên liệu Diesel
Huyndai,Hyundai Grand Starex 2016,630 triệu,Năm SX 2016,Xuất xứ Nhập khẩu,Kiểu dáng Sedan,Km đã đi 29.000 km,Hộp số Số tay,Tình trạng Xe cũ,Nhiên liệu Diesel
Huyndai,Hyundai Accent 2022,445 triệu,Năm SX 2022,Xuất xứ Nhập khẩu,Kiểu dáng Sedan,Km đã đi 13.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Elantra 2021,519 triệu,Năm SX 2021,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 182.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Accent 2018,330 triệu,Năm SX 2018,Xuất xứ Nhập khẩu,Kiểu dáng Hatchback,Km đã đi 110.000 km,Hộp số Số tay,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai i30 2008,236 triệu,Năm SX 2008,Xuất xứ Nhập khẩu,Kiểu dáng Sedan,Km đã đi 66.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Accent 2021,380 triệu,Năm SX 2021,Xuất xứ Nhập khẩu,Kiểu dáng Sedan,Km đã đi 80.000 km,Hộp số Số tay,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Avante 2014,300 triệu,Năm SX 2014,Xuất xứ Nhập khẩu,Kiểu dáng Sedan,Km đã đi 24.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Accent 2022,3xx triệu,Năm SX 2022,Xuất xứ Trong nước,Kiểu dáng Hatchback,Km đã đi 86.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Accent 2021,4xx triệu,Năm SX 2021,Xuất xứ Nhập khẩu,Kiểu dáng Sedan,Km đã đi 45.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Grand i10 2022,369 triệu,Năm SX 2022,Xuất xứ Nhập khẩu,Kiểu dáng Hatchback,Km đã đi 74.200 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Accent 2011,275 triệu,Năm SX 2011,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 75.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Diesel
Huyndai,Hyundai Grand i10 2018,310 triệu,Năm SX 2018,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 10 km,Hộp số Số tay,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Santa Fe 2020,875 triệu,Năm SX 2020,Xuất xứ Nhập khẩu,Kiểu dáng Sedan,Km đã đi 28.621 km,Hộp số Số tay,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Accent 2019,309 triệu,Năm SX 2019,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 16.000 km,Hộp số Số tay,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Grand i10 2017,250 triệu,Năm SX 2017,Xuất xứ Trong nước,Kiểu dáng Hatchback,Km đã đi 130.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Accent 2018,360 triệu,Năm SX 2018,Xuất xứ Nhập khẩu,Kiểu dáng Hatchback,Km đã đi 11.200 km,Hộp số Số tay,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Creta 2022,619 triệu,Năm SX 2022,Xuất xứ Nhập khẩu,Kiểu dáng Sedan,Km đã đi 12.000 km,Hộp số Số tay,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Grand i10 2016,185 triệu,Năm SX 2016,Xuất xứ Nhập khẩu,Kiểu dáng Hatchback,Km đã đi 75.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Grand i10 2016,180 triệu,Năm SX 2016,Xuất xứ Nhập khẩu,Kiểu dáng Sedan,Km đã đi 90.000 km,Hộp số Số tay,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai i30 2008,248 triệu,Năm SX 2008,Xuất xứ Nhập khẩu,Kiểu dáng Hatchback,Km đã đi 200.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Grand i10 2019,275 triệu,Năm SX 2019,Xuất xứ Nhập khẩu,Kiểu dáng Hatchback,Km đã đi 900.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai i30 2013,340 triệu,Năm SX 2013,Xuất xứ Nhập khẩu,Kiểu dáng Sedan,Km đã đi 50.000 km,Hộp số Số tay,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Avante 2011,255 triệu,Năm SX 2011,Xuất xứ Nhập khẩu,Kiểu dáng Sedan,Km đã đi 90.000 km,Hộp số Số tay,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Grand i10 2018,3xx triệu,Năm SX 2018,Xuất xứ Nhập khẩu,Kiểu dáng Sedan,Km đã đi 110.000 km,Hộp số Số tay,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Getz 2009,102 triệu,Năm SX 2009,Xuất xứ Nhập khẩu,Kiểu dáng Sedan,Km đã đi 9.999 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Ben 2000,105 triệu,Năm SX 2000,Xuất xứ Nhập khẩu,Kiểu dáng SUV,Km đã đi 78.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Grand i10 2016,195 triệu,Năm SX 2016,Xuất xứ Nhập khẩu,Kiểu dáng Sedan,Km đã đi 55 km,Hộp số Số tay,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Accent 2011,275 triệu,Năm SX 2011,Xuất xứ Nhập khẩu,Kiểu dáng SUV,Km đã đi 66.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Grand i10 2019,305 triệu,Năm SX 2019,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 80.000 km,Hộp số Số tay,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Accent 2019,325 triệu,Năm SX 2019,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 30.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Diesel
Huyndai,Hyundai Grand i10 2021,355 triệu,Năm SX 2021,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 60.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Elantra 2017,345 triệu,Năm SX 2017,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 18.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Santa Fe 2015,630 triệu,Năm SX 2015,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 52.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Grand i10 2021,370 triệu,Năm SX 2021,Xuất xứ Nhập khẩu,Kiểu dáng Sedan,Km đã đi 128.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Kona 2018,500 triệu,Năm SX 2018,Xuất xứ Nhập khẩu,Kiểu dáng Sedan,Km đã đi 77.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Accent 2020,428 triệu,Năm SX 2020,Xuất xứ Nhập khẩu,Kiểu dáng Sedan,Km đã đi 70.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Accent 2021,465 triệu,Năm SX 2021,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 65.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Elantra 2019,475 triệu,Năm SX 2019,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 86.000 km,Hộp số Số tay,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Mighty 2017,610 triệu,Năm SX 2017,Xuất xứ Nhập khẩu,Kiểu dáng Sedan,Km đã đi 55.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Tucson 2018,659 triệu,Năm SX 2018,Xuất xứ Trong nước,Kiểu dáng Hatchback,Km đã đi 195.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Grand i10 2018,2xx triệu,Năm SX 2018,Xuất xứ Nhập khẩu,Kiểu dáng SUV,Km đã đi 23.000 km,Hộp số Số tay,Tình trạng Xe cũ,Nhiên liệu Diesel
Huyndai,Hyundai Accent 2022,370 triệu,Năm SX 2022,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 120.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Accent 2019,357 triệu,Năm SX 2019,Xuất xứ Nhập khẩu,Kiểu dáng SUV,Km đã đi 24.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Elantra 2014,320 triệu,Năm SX 2014,Xuất xứ Nhập khẩu,Kiểu dáng Sedan,Km đã đi 65.000 km,Hộp số Số tay,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Grand i10 2019,305 triệu,Năm SX 2019,Xuất xứ Nhập khẩu,Kiểu dáng SUV,Km đã đi 115.079 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Santa Fe 2009,400 triệu,Năm SX 2009,Xuất xứ Nhập khẩu,Kiểu dáng Hatchback,Km đã đi 444.444 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Accent 2022,460 triệu,Năm SX 2022,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 160.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Getz 2010,118 triệu,Năm SX 2010,Xuất xứ Nhập khẩu,Kiểu dáng Sedan,Km đã đi 140.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Creta 2022,640 triệu,Năm SX 2022,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 36.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Kona 2019,5xx triệu,Năm SX 2019,Xuất xứ Nhập khẩu,Kiểu dáng SUV,Km đã đi 5.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Diesel
Huyndai,Hyundai Tucson 2022,8xx triệu,Năm SX 2022,Xuất xứ Nhập khẩu,Kiểu dáng Sedan,Km đã đi 28.000 km,Hộp số Số tay,Tình trạng Xe cũ,Nhiên liệu Xăng
